ACCTAGE,AGE,ATM,ATMAMT,BRANCH,CASHBK,CC,CCBAL,CCPURC,CD,CDBAL,CHECKS,CRSCORE,DDA,DDABAL,DEP,DEPAMT,DIRDEP,HMOWN,HMVAL,ILS,ILSBAL,INAREA,INCOME,INV,INVBAL,IRA,IRABAL,LOC,LOCBAL,LORES,MM,MMBAL,MMCRED,MOVED,MTG,MTGBAL,NSF,NSFAMT,PHONE,POS,POSAMT,RES,SAV,SAVBAL,SDB,TELLER,id,INS
2.7,50.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,1.0,30.09,1.0,912.9,0.0,0.0,131.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,1.0,1.0,9781,1.0
1.7,56.0,1.0,1317.64,B3,0.0,1.0,1140.52,0.0,0.0,0.0,5.0,654.0,1.0,576.01,4.0,1458.0,0.0,1.0,78.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,171.17,0.0,2.0,9700,0.0
0.3,50.0,1.0,1071.58,B8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675.0,1.0,423.07,2.0,900.93,0.0,1.0,92.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,218.56,S,0.0,0.0,0.0,0.0,8178,0.0
4.9,40.0,1.0,725.63,B7,0.0,1.0,56.91,0.0,0.0,0.0,6.0,696.0,1.0,2091.64,2.0,1303.22,1.0,1.0,116.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,15637.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,4191.07,0.0,0.0,10374,0.0
0.5,36.0,1.0,3404.36,B15,0.0,,,,0.0,0.0,6.0,575.0,1.0,4514.88,3.0,3173.06,1.0,0.0,119.0,0.0,0.0,1.0,52.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,2466.15,0.0,2.0,4309,0.0
3.3,35.0,1.0,124.73,B16,2.0,0.0,0.0,0.0,0.0,0.0,2.0,664.0,1.0,33.47,2.0,1482.29,1.0,0.0,99.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.04,0.0,1.0,9.85,R,1.0,299.19,0.0,3.0,4177,0.0
1.0,66.0,1.0,206.54,B6,0.0,1.0,765.3,0.0,0.0,0.0,2.0,743.0,1.0,4793.56,2.0,9368.22,0.0,1.0,109.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,18189.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,4.0,9289,0.0
9.3,49.0,0.0,0.0,B2,0.0,1.0,3137.8,0.0,0.0,0.0,3.0,720.0,1.0,13699.71,2.0,4154.6,0.0,1.0,130.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.81,0.0,0.0,0.0,S,1.0,28339.12,0.0,0.0,10409,0.0
11.9,,1.0,4995.43,B2,0.0,1.0,189.75,0.0,0.0,0.0,7.0,609.0,1.0,1813.66,5.0,3085.34,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,672.85,S,0.0,0.0,0.0,0.0,8210,0.0
14.2,,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,1.0,876.83,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,9198,0.0
4.9,36.0,1.0,18905.27,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.12,U,1.0,3160.43,0.0,0.0,3185,0.0
3.3,85.0,1.0,1660.61,B1,0.0,1.0,4660.97,0.0,0.0,0.0,3.0,680.0,1.0,479.9,3.0,1463.18,0.0,0.0,104.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,107.61,U,0.0,0.0,1.0,0.0,9038,0.0
1.3,55.0,1.0,233.08,B5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,2793.48,0.0,0.0,9477,1.0
5.8,,0.0,0.0,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,24989.25,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,1326,0.0
17.9,56.0,0.0,0.0,B2,0.0,1.0,5.74,0.0,0.0,0.0,1.0,652.0,1.0,803.21,1.0,208.09,0.0,0.0,123.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15582.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,2.0,3662,1.0
1.8,36.0,1.0,1478.82,B2,0.0,1.0,570.0,0.0,0.0,0.0,3.0,652.0,1.0,792.37,3.0,1046.88,0.0,1.0,75.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,2618.88,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,2889,1.0
4.4,51.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,7563,0.0
1.3,51.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,1.0,0.0,2844,0.0
3.7,58.0,1.0,35.99,B5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,687.0,1.0,842.11,4.0,2867.7,1.0,1.0,95.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,34.89,0.0,6.0,6861,0.0
6.9,58.0,0.0,0.0,B8,0.0,0.0,0.0,0.0,1.0,8600.0,0.0,719.0,1.0,148.14,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,3970,0.0
6.8,52.0,1.0,1962.54,B1,0.0,1.0,213.74,0.0,0.0,0.0,5.0,630.0,1.0,659.26,3.0,3129.48,1.0,0.0,130.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,710.76,0.0,0.0,6461,0.0
0.7,39.0,1.0,2378.35,B4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,640.0,1.0,652.09,3.0,1798.61,0.0,0.0,96.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.57,0.0,10.0,320.81,S,0.0,0.0,0.0,4.0,10266,1.0
0.8,31.0,0.0,0.0,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,1.0,87.44,1.0,25.77,0.0,1.0,135.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,1.0,297,0.0
0.5,44.0,0.0,0.0,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,1.0,1370.9,2.0,777.08,0.0,0.0,98.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,16035.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,1.0,8274,0.0
9.7,68.0,1.0,1360.78,B1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,702.0,1.0,2496.7,4.0,1625.91,1.0,1.0,107.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,4420,0.0
4.7,23.0,0.0,0.0,B14,0.0,,,,0.0,0.0,0.0,679.0,1.0,952.37,0.0,0.0,0.0,1.0,119.0,1.0,10100.33,1.0,55.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,9654,0.0
12.6,,1.0,16.32,B7,0.0,1.0,207.38,0.0,0.0,0.0,19.0,703.0,1.0,1171.13,4.0,3353.3,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,9.0,4182,0.0
1.0,,1.0,173.81,B2,0.0,0.0,0.0,0.0,1.0,4400.0,12.0,674.0,1.0,2966.02,4.0,2769.21,0.0,,,0.0,0.0,1.0,,0.0,0.0,1.0,8256.97,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,174.23,U,0.0,0.0,1.0,4.0,2507,0.0
15.8,58.0,1.0,1647.62,B4,0.0,1.0,376.22,0.0,1.0,8000.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,13833.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,421.32,R,1.0,9108.3,1.0,0.0,1954,1.0
3.9,22.0,1.0,949.88,B1,0.0,1.0,4244.01,0.0,0.0,0.0,14.0,631.0,1.0,1396.35,4.0,3599.73,1.0,1.0,132.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.45,1.0,6.0,349.63,R,0.0,0.0,1.0,0.0,15,0.0
4.1,,1.0,2439.81,B4,0.0,1.0,1254.84,0.0,0.0,0.0,4.0,679.0,1.0,1214.76,2.0,1860.22,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,362.95,0.0,0.0,6536,1.0
,,1.0,614.16,B4,0.0,1.0,275.8,0.0,0.0,0.0,1.0,722.0,1.0,460.65,2.0,849.69,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,2.0,9000,0.0
4.5,,0.0,0.0,B2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,1832,0.0
2.5,47.0,0.0,0.0,B3,0.0,1.0,74.85,0.0,1.0,2400.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,9881,1.0
4.3,31.0,0.0,0.0,B2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,444,0.0
0.7,31.0,0.0,0.0,B6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,9364,1.0
4.5,51.0,0.0,0.0,B6,0.0,1.0,251.04,0.0,0.0,0.0,24.0,658.0,1.0,5175.13,5.0,6334.29,1.0,0.0,107.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,12361.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,43972.67,0.0,2.0,2905,0.0
4.1,56.0,1.0,353.53,B9,0.0,0.0,0.0,0.0,1.0,8700.0,0.0,663.0,1.0,517.36,1.0,669.32,0.0,1.0,85.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.17,U,0.0,0.0,0.0,0.0,5689,0.0
2.0,57.0,1.0,333.09,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,1.0,105.08,2.0,258.7,0.0,0.0,110.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,4.14,0.0,0.0,61,0.0
1.3,53.0,1.0,139.08,B6,0.0,1.0,8352.55,1.0,0.0,0.0,1.0,677.0,1.0,1886.28,2.0,326.3,0.0,1.0,99.0,1.0,9979.84,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,3335.18,0.0,9.0,9845,1.0
0.9,32.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,1.0,60.68,0.0,0.0,0.0,0.0,95.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,8137,0.0
3.0,29.0,1.0,2152.84,B4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,611.0,1.0,750.84,3.0,1703.81,0.0,0.0,118.0,0.0,0.0,1.0,24.0,0.0,0.0,1.0,488.64,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.86,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,8621,0.0
1.9,,1.0,2171.5,B2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,626.0,1.0,1827.1,2.0,539.6,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,617.85,R,0.0,0.0,0.0,0.0,7319,1.0
2.1,59.0,1.0,314.67,B7,1.0,1.0,153561.3,2.0,0.0,0.0,21.0,658.0,1.0,1941.31,2.0,4607.72,1.0,1.0,142.0,1.0,10149.57,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,1.0,167670.5,0.0,0.0,2.0,13.0,412.25,R,0.0,0.0,0.0,0.0,5135,0.0
2.7,58.0,1.0,3051.37,B3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,667.0,1.0,2298.34,4.0,2617.52,0.0,0.0,113.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S,0.0,0.0,0.0,0.0,5948,0.0
2.0,47.0,1.0,1277.89,B4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,671.0,1.0,748.02,2.0,1376.62,1.0,1.0,126.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,9084,0.0
7.7,67.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,1.0,5.1,2.0,44.16,0.0,1.0,101.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,U,1.0,0.12,0.0,3.0,6001,0.0
2.4,35.0,0.0,0.0,B18,0.0,,,,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,1.0,6.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,10066,0.0
12.3,43.0,0.0,0.0,B13,0.0,1.0,2536.47,0.0,1.0,7900.0,0.0,665.0,1.0,280.64,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,3229,0.0
0.3,18.0,1.0,2082.11,B2,0.0,1.0,18.95,0.0,0.0,0.0,7.0,588.0,1.0,1320.47,2.0,1954.03,0.0,0.0,104.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,156.0,R,0.0,0.0,1.0,1.0,10597,0.0
,22.0,0.0,0.0,B4,0.0,1.0,1622.4,0.0,0.0,0.0,14.0,669.0,1.0,3711.18,2.0,2232.49,1.0,0.0,112.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,195.37,0.0,2.0,6290,0.0
4.4,46.0,1.0,1243.77,B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,676.0,1.0,291.34,3.0,993.29,0.0,1.0,114.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,103.69,S,1.0,4.27,0.0,0.0,8911,0.0
9.9,62.0,0.0,0.0,B6,0.0,1.0,9380.14,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,4632,0.0
4.8,49.0,0.0,0.0,B8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,15083.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,1.0,0.0,5750,0.0
10.0,21.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,1.0,7100.0,4.0,619.0,1.0,8123.88,1.0,6778.48,0.0,0.0,112.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,28623.77,0.0,2.0,2746,1.0
,55.0,1.0,4678.78,B4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,703.0,1.0,1570.01,4.0,4880.6,1.0,0.0,117.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,3266.99,0.0,0.0,6057,0.0
5.3,57.0,1.0,1762.65,B4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,699.0,1.0,1287.19,2.0,994.37,0.0,1.0,129.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,4762,0.0
1.3,40.0,1.0,905.62,B15,0.0,,,,0.0,0.0,2.0,663.0,1.0,258.46,2.0,715.15,0.0,0.0,97.0,0.0,0.0,1.0,12.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,3903,0.0
7.8,42.0,1.0,50.87,B15,0.0,,,,0.0,0.0,4.0,606.0,1.0,7503.33,2.0,19106.36,1.0,1.0,123.0,0.0,0.0,1.0,61.0,,,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,2.0,4596,0.0
7.4,68.0,0.0,0.0,B18,0.0,,,,1.0,2700.0,3.0,730.0,1.0,4779.15,1.0,649.83,0.0,0.0,119.0,0.0,0.0,1.0,36.0,,,0.0,0.0,0.0,0.0,5.5,1.0,18554.96,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,10337,1.0
2.8,57.0,1.0,205.85,B3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,737.0,1.0,41.27,2.0,489.42,1.0,1.0,91.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,2078,0.0
